Solution # - Weight - Value - Score
0 - 1144 - 2277 - 2277.0
1 - 1097 - 2178 - 2178.0
2 - 1147 - 2277 - 2277.0
3 - 1097 - 2179 - 2179.0
4 - 1045 - 2071 - 2071.0
5 - 1097 - 2170 - 2170.0
6 - 1147 - 2271 - 2271.0
7 - 1098 - 2172 - 2172.0
8 - 1144 - 2268 - 2268.0
9 - 1091 - 2167 - 2167.0
10 - 1139 - 2263 - 2263.0
11 - 1088 - 2164 - 2164.0
12 - 1139 - 2263 - 2263.0
13 - 1090 - 2162 - 2162.0
14 - 1137 - 2258 - 2258.0
15 - 1086 - 2160 - 2160.0
16 - 1036 - 2059 - 2059.0
17 - 1085 - 2160 - 2160.0
18 - 1134 - 2260 - 2260.0
19 - 1083 - 2162 - 2162.0
20 - 1127 - 2260 - 2260.0
21 - 1083 - 2162 - 2162.0
22 - 1037 - 2064 - 2064.0
23 - 1089 - 2158 - 2158.0
24 - 1141 - 2260 - 2260.0
25 - 1088 - 2159 - 2159.0
26 - 1135 - 2260 - 2260.0
27 - 1086 - 2160 - 2160.0
28 - 1138 - 2260 - 2260.0
29 - 1086 - 2166 - 2166.0
30 - 1135 - 2265 - 2265.0
31 - 1086 - 2164 - 2164.0
32 - 1133 - 2268 - 2268.0
33 - 1082 - 2172 - 2172.0
34 - 1082 - 2172 - 2172.0
35 - 1132 - 2273 - 2273.0
36 - 1081 - 2174 - 2174.0
37 - 1134 - 2277 - 2277.0
38 - 1087 - 2173 - 2173.0
39 - 1040 - 2072 - 2072.0
40 - 1088 - 2167 - 2167.0
41 - 1043 - 2072 - 2072.0
42 - 1095 - 2166 - 2166.0
43 - 1049 - 2070 - 2070.0
44 - 1099 - 2167 - 2167.0
45 - 1148 - 2268 - 2268.0
46 - 1097 - 2163 - 2163.0
47 - 1049 - 2068 - 2068.0
48 - 1099 - 2172 - 2172.0
49 - 1047 - 2078 - 2078.0
50 - 1100 - 2179 - 2179.0
51 - 1147 - 2278 - 2278.0
52 - 1100 - 2177 - 2177.0
53 - 1147 - 2278 - 2278.0
54 - 1099 - 2179 - 2179.0
55 - 1046 - 2078 - 2078.0
56 - 994 - 1981 - 1981.0
57 - 1045 - 2079 - 2079.0
58 - 1089 - 2177 - 2177.0
59 - 1138 - 2277 - 2277.0
60 - 1089 - 2178 - 2178.0
61 - 1139 - 2274 - 2274.0
62 - 1092 - 2173 - 2173.0
63 - 1141 - 2272 - 2272.0
64 - 1088 - 2169 - 2169.0
65 - 1039 - 2074 - 2074.0
66 - 989 - 1973 - 1973.0
67 - 989 - 1973 - 1973.0
68 - 1040 - 2079 - 2079.0
69 - 988 - 1980 - 1980.0
70 - 1035 - 2081 - 2081.0
71 - 1035 - 2081 - 2081.0
72 - 1088 - 2177 - 2177.0
73 - 1140 - 2276 - 2276.0
74 - 1088 - 2174 - 2174.0
75 - 1137 - 2271 - 2271.0
76 - 1093 - 2173 - 2173.0
