Solution # - Weight - Value - Score
0 - 357 - 712 - 712.0
1 - 303 - 606 - 606.0
2 - 350 - 705 - 705.0
3 - 399 - 807 - 807.0
4 - 346 - 698 - 698.0
5 - 396 - 792 - 792.0
6 - 346 - 698 - 698.0
7 - 397 - 799 - 799.0
8 - 348 - 697 - 697.0
9 - 399 - 797 - 797.0
10 - 352 - 696 - 696.0
11 - 399 - 795 - 795.0
12 - 351 - 700 - 700.0
13 - 399 - 800 - 800.0
14 - 348 - 700 - 700.0
15 - 301 - 601 - 601.0
16 - 349 - 702 - 702.0
17 - 398 - 804 - 804.0
18 - 347 - 704 - 704.0
19 - 347 - 704 - 704.0
20 - 396 - 800 - 800.0
21 - 349 - 701 - 701.0
22 - 349 - 701 - 701.0
23 - 400 - 792 - 792.0
24 - 349 - 701 - 701.0
25 - 400 - 801 - 801.0
26 - 344 - 700 - 700.0
27 - 393 - 806 - 806.0
28 - 345 - 705 - 705.0
29 - 394 - 808 - 808.0
30 - 345 - 705 - 705.0
31 - 394 - 804 - 804.0
32 - 346 - 704 - 704.0
33 - 394 - 806 - 806.0
34 - 346 - 706 - 706.0
35 - 397 - 809 - 809.0
36 - 346 - 709 - 709.0
37 - 395 - 798 - 798.0
38 - 347 - 696 - 696.0
39 - 394 - 798 - 798.0
40 - 345 - 709 - 709.0
41 - 296 - 613 - 613.0
42 - 344 - 715 - 715.0
43 - 395 - 815 - 815.0
44 - 348 - 713 - 713.0
45 - 396 - 808 - 808.0
46 - 348 - 706 - 706.0
47 - 399 - 809 - 809.0
48 - 350 - 703 - 703.0
49 - 398 - 805 - 805.0
50 - 347 - 702 - 702.0
51 - 399 - 805 - 805.0
52 - 351 - 703 - 703.0
53 - 399 - 803 - 803.0
54 - 350 - 701 - 701.0
